satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_with_company,involved_in_accident,left_company,promoted_last_5_years,department,salary_level
16.0,69.0,4,187,5,0,0,0,marketing,medium
76.0,80.0,5,217,2,0,0,0,sales,medium
9.0,85.0,6,297,4,0,1,0,hr,medium
9.0,86.0,7,309,4,0,1,0,technical,low
52.0,80.0,2,144,4,0,0,0,support,low
74.0,97.0,5,238,5,0,1,0,IT,low
39.0,50.0,2,136,3,0,1,0,management,low
100.0,84.0,3,185,3,0,0,0,product_mng,medium
37.0,54.0,2,152,3,0,1,0,marketing,medium
80.0,56.00000000000001,2,204,3,0,0,0,sales,high
38.0,86.0,6,139,6,0,1,0,technical,medium
87.0,73.0,3,172,3,1,0,0,support,low
15.0,86.0,3,204,4,0,0,0,support,medium
13.0,97.0,3,156,2,0,0,0,support,medium
77.0,93.0,4,231,5,0,1,0,hr,medium
53.0,86.0,3,150,3,0,0,0,support,low
48.0,48.0,2,245,5,0,0,0,product_mng,medium
62.0,52.0,3,148,3,0,0,0,sales,medium
98.0,60.0,2,249,3,0,0,0,technical,low
55.00000000000001,98.0,4,185,2,1,0,0,marketing,low
93.0,57.99999999999999,3,215,3,0,0,0,sales,medium
34.0,85.0,4,123,4,0,0,0,hr,medium
56.00000000000001,66.0,4,264,3,0,0,0,sales,low
90.0,55.00000000000001,3,259,10,1,0,1,management,high
94.0,82.0,4,187,3,0,0,0,sales,low
56.99999999999999,91.0,4,224,10,0,0,0,sales,medium
86.0,89.0,4,153,4,0,0,0,sales,low
37.0,55.00000000000001,2,152,3,0,1,0,technical,medium
84.0,64.0,2,211,3,0,0,0,sales,medium
74.0,80.0,3,219,2,0,0,0,marketing,medium
56.00000000000001,92.0,4,224,3,0,0,0,sales,medium
10.0,84.0,6,283,4,1,1,0,technical,low
74.0,67.0,5,216,3,0,0,0,sales,low
81.0,54.0,3,215,4,1,0,0,sales,low
94.0,83.0,2,185,3,1,0,0,technical,medium
90.0,70.0,3,274,3,0,0,0,support,medium
50.0,63.0,3,172,2,0,0,0,RandD,medium
78.0,90.0,4,238,2,0,0,0,support,low
73.0,78.0,3,262,7,1,0,1,management,high
81.0,100.0,4,253,5,0,1,0,technical,low
45.0,46.0,2,149,3,0,1,0,sales,low
50.0,81.0,3,170,2,0,0,0,sales,low
37.0,55.00000000000001,2,140,3,0,1,0,technical,low
76.0,56.00000000000001,3,179,3,1,0,0,sales,low
38.0,55.00000000000001,2,148,3,0,1,0,support,low
44.0,56.00000000000001,2,145,3,0,1,0,support,medium
52.0,77.0,3,142,2,0,0,1,support,low
76.0,72.0,5,228,2,0,0,0,sales,high
44.0,38.0,4,128,2,0,0,0,support,low
91.0,85.0,3,248,3,0,0,0,sales,medium
67.0,72.0,2,134,10,0,0,0,management,high
83.0,50.0,6,165,3,0,0,0,management,medium
43.0,56.00000000000001,2,157,3,0,1,0,sales,low
90.0,90.0,3,147,3,1,0,0,RandD,medium
50.0,54.0,5,153,4,0,1,0,support,low
30.0,37.0,6,278,3,0,0,0,technical,low
66.0,92.0,4,229,2,0,0,0,technical,low
78.0,100.0,5,236,5,0,1,0,sales,medium
83.0,87.0,3,230,3,0,0,1,RandD,medium
79.0,88.0,4,188,3,0,0,0,support,low
57.99999999999999,48.0,3,135,3,1,0,0,hr,medium
63.0,56.99999999999999,5,149,3,0,0,0,support,low
49.0,57.99999999999999,5,186,2,0,0,0,IT,high
53.0,71.0,3,125,2,1,0,0,sales,low
10.0,89.0,7,285,4,0,1,0,technical,low
63.0,74.0,4,173,3,0,0,0,product_mng,medium
92.0,78.0,4,212,2,0,0,0,sales,medium
95.0,49.0,4,229,3,0,0,0,product_mng,medium
56.00000000000001,92.0,5,160,3,0,0,0,accounting,low
63.0,78.0,3,153,3,1,0,0,sales,medium
63.0,98.0,4,175,2,0,0,0,sales,medium
72.0,80.0,3,213,3,0,0,0,technical,high
50.0,74.0,4,246,3,0,0,0,management,medium
94.0,70.0,3,176,3,0,0,0,technical,low
46.0,46.0,2,154,3,0,1,0,accounting,medium
13.0,89.0,4,249,6,1,0,0,support,medium
91.0,90.0,4,245,5,0,1,0,technical,low
92.0,69.0,3,192,3,0,0,0,accounting,medium
75.0,49.0,2,173,3,1,0,0,RandD,low
51.0,98.0,4,245,3,0,0,0,support,medium
72.0,96.0,5,267,5,0,1,0,technical,low
90.0,88.0,5,256,4,0,0,0,support,medium
98.0,63.0,4,232,2,0,0,0,hr,medium
88.0,74.0,5,245,2,0,0,0,sales,medium
11.0,80.0,6,282,4,0,1,0,technical,medium
56.00000000000001,59.0,3,223,3,0,0,0,support,medium
54.0,73.0,3,157,3,0,0,0,RandD,low
11.0,87.0,7,282,5,0,1,0,technical,low
90.0,70.0,5,206,4,0,1,0,technical,low
48.0,63.0,3,180,2,1,0,0,technical,low
42.0,46.0,2,131,3,0,1,0,support,medium
80.0,51.0,3,159,3,0,0,0,technical,low
71.0,95.0,4,249,3,0,0,0,hr,low
56.00000000000001,76.0,4,206,2,1,0,0,support,low
26.0,85.0,6,152,4,0,0,0,support,medium
76.0,81.0,3,175,3,0,0,0,RandD,medium
88.0,73.0,5,267,3,0,0,0,IT,low
80.0,70.0,4,246,3,0,0,1,marketing,low
42.0,57.99999999999999,2,140,3,0,0,0,IT,low
54.0,96.0,4,248,3,0,0,0,sales,low
95.0,52.0,3,144,3,0,0,0,sales,medium
93.0,92.0,3,205,3,0,0,0,sales,medium
62.0,84.0,3,270,6,0,0,0,hr,medium
56.99999999999999,81.0,3,142,2,0,0,0,hr,medium
75.0,75.0,4,266,3,0,0,0,hr,medium
53.0,68.0,4,173,3,0,0,0,sales,medium
76.0,56.00000000000001,4,214,2,1,0,0,sales,medium
86.0,93.0,2,260,2,0,0,0,support,low
49.0,57.99999999999999,5,246,3,1,0,0,sales,medium
71.0,63.0,5,224,3,1,0,0,sales,medium
36.0,49.0,2,145,3,0,1,0,technical,medium
42.0,55.00000000000001,2,146,3,0,1,0,hr,low
37.0,56.99999999999999,2,130,3,0,1,0,sales,low
62.0,49.0,4,218,4,0,0,0,sales,medium
12.0,70.0,5,277,3,0,0,0,support,medium
37.0,85.0,2,185,3,0,0,0,product_mng,low
10.0,81.0,6,271,4,0,1,0,technical,low
79.0,86.0,4,173,4,0,0,0,technical,low
45.0,56.00000000000001,2,146,3,0,1,0,technical,medium
79.0,57.99999999999999,3,294,4,0,1,0,hr,low
52.0,73.0,4,245,4,0,0,0,technical,medium
10.0,89.0,7,308,4,0,1,0,technical,medium
47.0,46.0,2,152,2,0,0,0,IT,medium
99.0,48.0,5,202,2,0,0,0,sales,medium
98.0,53.0,4,166,2,0,0,0,support,medium
43.0,56.00000000000001,2,133,3,0,1,0,RandD,low
80.0,71.0,4,161,4,0,0,0,IT,low
54.0,90.0,3,164,3,0,0,0,technical,high
68.0,67.0,4,162,10,0,0,0,management,high
90.0,92.0,4,271,5,0,1,0,IT,medium
89.0,62.0,5,196,3,0,0,0,support,low
95.0,90.0,3,186,2,0,0,0,marketing,low
85.0,56.99999999999999,4,150,3,0,0,1,sales,high
45.0,55.00000000000001,4,206,2,0,0,0,sales,low
51.0,89.0,6,170,4,0,0,0,hr,low
75.0,90.0,4,185,3,0,0,0,accounting,low
19.0,61.0,4,127,8,0,0,0,sales,low
98.0,61.0,4,265,2,1,0,0,technical,medium
10.0,77.0,5,252,4,0,1,0,technical,medium
9.0,96.0,7,264,4,0,1,0,accounting,medium
17.0,61.0,3,241,5,1,0,0,technical,low
37.0,51.0,2,153,3,0,1,0,product_mng,low
73.0,97.0,6,189,2,0,1,0,sales,low
99.0,99.0,4,163,4,0,0,0,product_mng,medium
98.0,77.0,4,184,3,0,0,0,hr,medium
36.0,78.0,2,151,4,0,1,0,technical,low
86.0,91.0,3,234,3,1,0,0,marketing,low
66.0,85.0,3,266,5,0,0,0,sales,low
74.0,93.0,3,204,4,0,0,0,marketing,low
85.0,41.0,2,229,6,0,0,0,technical,medium
89.0,92.0,5,237,5,0,1,0,sales,medium
36.0,95.0,6,276,2,0,0,0,support,low
97.0,81.0,3,249,2,0,0,0,sales,low
93.0,91.0,2,238,2,1,0,0,sales,low
84.0,96.0,3,161,2,1,0,0,sales,low
76.0,88.0,4,206,4,0,1,0,hr,medium
15.0,63.0,7,229,3,0,1,0,marketing,low
69.0,94.0,4,239,3,0,0,0,technical,low
60.0,61.0,5,191,2,1,0,0,technical,high
43.0,50.0,2,135,3,0,1,0,product_mng,medium
63.0,70.0,5,177,2,1,0,0,sales,medium
39.0,54.0,2,133,3,0,1,0,marketing,low
60.0,66.0,4,132,4,0,0,0,technical,medium
98.0,98.0,5,210,6,0,0,0,sales,low
61.0,83.0,5,269,5,1,0,0,sales,low
78.0,68.0,2,159,3,1,0,0,support,medium
83.0,99.0,5,132,3,0,0,0,technical,low
10.0,90.0,6,272,5,0,1,0,RandD,low
87.0,84.0,5,231,5,0,1,0,IT,low
63.0,79.0,3,197,3,1,0,0,sales,low
33.0,64.0,2,274,3,1,0,0,technical,high
78.0,91.0,3,238,2,0,0,0,RandD,high
86.0,96.0,4,146,3,0,0,0,IT,medium
70.0,93.0,3,250,3,0,0,0,marketing,low
76.0,62.0,5,230,3,1,0,0,marketing,low
76.0,92.0,4,239,5,0,1,0,product_mng,low
42.0,44.0,3,183,2,0,0,0,product_mng,medium
26.0,45.0,5,187,2,0,0,0,sales,low
19.0,64.0,6,222,5,0,0,0,product_mng,medium
87.0,41.0,3,219,3,1,0,0,IT,low
10.0,90.0,5,263,4,0,1,0,hr,low
39.0,48.0,2,127,3,0,1,0,accounting,medium
31.0,51.0,2,146,3,0,0,0,RandD,low
66.0,62.0,5,214,2,0,0,0,sales,medium
65.0,93.0,4,270,2,0,0,0,sales,medium
63.0,88.0,4,260,2,0,0,0,sales,low
57.99999999999999,50.0,3,144,3,0,0,0,sales,medium
52.0,62.0,5,239,2,0,0,0,sales,medium
53.0,52.0,2,135,4,0,0,0,technical,medium
56.99999999999999,89.0,4,255,3,1,0,0,technical,low
100.0,76.0,6,246,3,1,0,1,support,medium
66.0,68.0,4,152,3,0,0,0,marketing,high
80.0,85.0,4,273,5,0,1,0,management,low
91.0,77.0,3,195,7,0,0,0,sales,medium
79.0,61.0,4,136,3,0,0,0,accounting,medium
18.0,75.0,4,170,5,0,0,0,sales,low
75.0,90.0,5,186,4,0,0,0,product_mng,low
43.0,51.0,5,168,4,0,0,0,product_mng,medium
72.0,93.0,4,174,2,0,0,0,sales,low
50.0,84.0,3,156,4,0,0,0,accounting,low
39.0,56.00000000000001,2,126,3,0,1,0,hr,low
11.0,96.0,6,280,4,0,1,0,support,low
11.0,78.0,6,260,4,0,1,0,hr,medium
97.0,88.0,4,139,2,0,0,0,product_mng,high
76.0,48.0,5,173,3,0,0,0,accounting,high
86.0,98.0,4,270,5,0,1,0,technical,low
56.99999999999999,98.0,3,214,2,0,0,0,technical,medium
92.0,85.0,5,259,5,0,1,0,sales,low
45.0,55.00000000000001,4,206,2,0,0,0,sales,low
68.0,60.0,2,192,6,0,0,0,support,low
16.0,70.0,6,246,4,0,0,0,support,medium
61.0,90.0,3,224,3,0,0,0,support,low
39.0,68.0,2,282,5,0,1,0,marketing,low
79.0,67.0,5,156,2,0,0,0,product_mng,low
89.0,55.00000000000001,4,196,2,0,0,0,accounting,medium
54.0,77.0,3,185,3,0,0,0,support,medium
73.0,91.0,3,135,2,0,0,0,hr,medium
65.0,52.0,4,266,3,1,0,0,IT,medium
49.0,74.0,2,154,3,0,0,0,support,medium
89.0,85.0,4,201,2,1,0,0,support,low
96.0,54.0,3,153,2,0,0,0,technical,medium
93.0,88.0,5,140,3,0,0,0,RandD,high
50.0,83.0,2,220,2,1,0,0,sales,medium
22.0,62.0,3,180,3,0,0,0,support,low
54.0,71.0,3,153,3,0,0,0,technical,low
100.0,59.0,3,253,3,0,0,0,support,low
98.0,55.00000000000001,3,166,6,1,0,0,sales,medium
76.0,45.0,4,147,2,0,0,0,product_mng,medium
62.0,63.0,2,123,2,0,0,0,sales,medium
97.0,64.0,4,238,10,1,0,0,product_mng,medium
91.0,100.0,4,257,5,0,1,0,accounting,medium
80.0,74.0,3,228,3,0,0,0,technical,medium
59.0,75.0,4,190,2,0,0,0,sales,medium
79.0,83.0,2,192,3,0,0,0,support,low
40.0,51.0,2,145,3,0,1,0,hr,low
19.0,85.0,5,249,3,0,0,0,marketing,low
91.0,99.0,5,254,5,0,1,0,technical,medium
13.0,61.0,5,198,5,0,0,0,sales,medium
63.0,48.0,4,180,4,0,0,0,management,high
51.0,51.0,4,189,3,0,0,0,support,low
51.0,61.0,4,251,2,1,0,0,support,low
52.0,78.0,3,181,3,0,0,0,RandD,medium
10.0,86.0,6,247,4,0,1,0,sales,medium
64.0,56.00000000000001,3,257,6,0,0,0,marketing,medium
99.0,55.00000000000001,3,97,6,1,0,0,technical,medium
57.99999999999999,86.0,4,168,2,0,0,0,product_mng,medium
36.0,51.0,2,155,3,0,1,0,IT,low
77.0,81.0,5,237,5,0,1,0,sales,medium
22.0,92.0,6,220,4,1,0,0,sales,low
62.0,75.0,3,149,2,1,0,0,technical,medium
37.0,48.0,2,154,3,0,1,0,management,low
70.0,43.0,6,253,3,0,0,0,IT,high
70.0,84.0,6,161,4,0,1,0,technical,low
80.0,52.0,3,182,2,0,0,0,technical,medium
79.0,44.0,2,236,3,0,0,0,IT,medium
29.0,57.99999999999999,5,234,2,0,0,0,product_mng,low
62.0,55.00000000000001,3,108,2,1,0,0,sales,medium
53.0,71.0,4,271,3,0,0,0,IT,medium
14.000000000000002,49.0,4,115,4,0,0,0,support,medium
11.0,81.0,5,287,4,0,1,0,sales,low
38.0,94.0,5,252,5,0,0,0,sales,low
90.0,73.0,2,203,4,0,0,0,support,medium
86.0,71.0,5,273,3,0,0,0,support,medium
61.0,85.0,5,230,3,0,0,0,support,low
37.0,50.0,2,142,3,0,1,0,sales,low
54.0,95.0,3,221,3,0,0,0,support,medium
82.0,93.0,4,248,5,0,1,0,product_mng,medium
19.0,100.0,4,192,4,0,1,0,accounting,low
11.0,80.0,6,306,4,0,1,0,sales,low
73.0,68.0,3,132,2,0,0,0,support,medium
80.0,90.0,4,211,8,0,0,0,accounting,medium
18.0,90.0,4,282,4,0,0,0,product_mng,medium
95.0,80.0,3,225,2,0,0,0,sales,high
50.0,56.99999999999999,3,219,3,0,0,0,sales,medium
77.0,80.0,3,207,3,0,0,0,sales,low
74.0,84.0,3,239,3,0,0,0,technical,low
75.0,62.0,5,144,3,0,0,0,technical,low
42.0,51.0,2,136,3,0,1,0,technical,medium
100.0,79.0,5,152,4,0,0,0,hr,medium
50.0,73.0,3,148,3,0,0,0,accounting,low
84.0,54.0,3,245,3,0,0,0,sales,low
86.0,71.0,5,235,4,0,0,0,IT,medium
80.0,76.0,4,135,2,0,0,0,technical,low
92.0,85.0,3,151,6,1,0,0,sales,low
60.0,59.0,5,146,4,0,0,0,accounting,low
45.0,53.0,2,129,3,0,1,0,technical,high
56.00000000000001,49.0,4,256,3,0,0,0,accounting,low
96.0,51.0,4,225,3,0,0,0,marketing,medium
87.0,74.0,4,207,3,0,0,0,IT,low
50.0,82.0,3,133,2,1,0,0,product_mng,low
79.0,65.0,2,193,5,0,0,0,support,medium
92.0,55.00000000000001,3,259,3,0,0,0,product_mng,low
74.0,51.0,4,246,3,1,0,0,marketing,medium
48.0,86.0,5,198,4,0,0,0,technical,low
82.0,66.0,4,150,3,0,0,0,technical,low
54.0,61.0,3,152,3,0,0,0,sales,medium
43.0,62.0,2,180,3,0,0,0,RandD,low
64.0,90.0,6,143,5,0,0,0,support,high
66.0,50.0,3,218,2,0,0,0,hr,medium
23.0,51.0,5,139,6,0,0,0,IT,low
11.0,90.0,6,301,4,0,1,0,technical,low
99.0,61.0,3,254,3,0,0,0,marketing,medium
57.99999999999999,62.0,3,213,2,0,0,0,sales,medium
88.0,99.0,5,262,6,0,1,0,sales,low
23.0,72.0,6,121,3,0,0,0,support,medium
31.0,87.0,4,184,3,0,1,0,technical,low
84.0,53.0,5,190,3,0,0,0,technical,medium
82.0,92.0,3,257,2,0,0,0,accounting,low
43.0,52.0,2,158,3,0,1,0,sales,medium
22.0,56.99999999999999,5,174,6,0,0,0,technical,high
43.0,48.0,2,135,3,0,1,0,sales,medium
86.0,82.0,4,274,2,1,0,0,sales,low
32.0,47.0,3,143,4,0,0,0,IT,medium
79.0,83.0,3,126,10,1,0,0,support,low
36.0,53.0,2,133,3,0,1,0,sales,medium
75.0,71.0,4,205,3,0,0,0,sales,medium
87.0,100.0,4,258,5,1,1,1,sales,medium
73.0,63.0,3,205,2,1,0,0,hr,low
45.0,48.0,2,144,3,0,1,0,marketing,medium
38.0,77.0,2,170,3,0,0,0,technical,high
62.0,54.0,3,142,2,0,0,0,sales,medium
70.0,61.0,4,163,4,1,0,0,sales,low
59.0,80.0,5,247,3,0,0,0,accounting,medium
89.0,73.0,3,274,2,0,0,0,sales,medium
75.0,61.0,3,263,3,0,0,0,sales,low
17.0,66.0,6,224,3,0,0,0,sales,medium
64.0,55.00000000000001,4,167,3,1,0,0,technical,medium
49.0,69.0,2,147,2,0,0,0,sales,medium
22.0,80.0,4,287,4,0,0,0,RandD,low
9.0,77.0,6,290,4,0,1,0,technical,medium
10.0,87.0,7,289,4,0,1,0,sales,low
51.0,96.0,3,149,4,0,0,0,accounting,low
69.0,89.0,2,220,3,0,0,0,technical,low
54.0,55.00000000000001,4,252,3,0,0,0,RandD,medium
67.0,63.0,3,241,3,0,0,0,marketing,medium
76.0,100.0,5,219,5,0,1,0,support,low
24.0,50.0,5,174,4,0,0,0,management,low
78.0,60.0,4,206,3,0,0,0,sales,medium
10.0,96.0,6,274,4,0,1,0,technical,low
77.0,98.0,2,226,3,0,0,0,support,low
84.0,79.0,4,266,3,1,0,0,product_mng,low
48.0,80.0,4,196,5,0,0,0,product_mng,low
77.0,99.0,4,260,3,0,0,0,sales,medium
68.0,84.0,3,270,3,0,0,0,support,high
54.0,52.0,5,170,4,0,0,0,technical,high
95.0,95.0,4,204,3,1,0,0,marketing,low
83.0,50.0,4,167,3,1,0,0,RandD,medium
43.0,49.0,2,135,3,0,1,0,sales,medium
79.0,100.0,4,229,5,1,1,0,management,medium
59.0,56.99999999999999,3,147,4,0,0,0,technical,low
76.0,89.0,5,262,5,0,1,0,sales,low
85.0,95.0,4,171,3,0,0,0,technical,medium
63.0,91.0,3,252,2,0,0,0,RandD,high
89.0,96.0,4,219,6,0,1,0,product_mng,medium
71.0,59.0,5,245,2,0,0,0,management,medium
43.0,54.0,2,150,3,0,1,0,hr,low
11.0,90.0,7,247,4,0,1,0,sales,medium
57.99999999999999,91.0,5,185,2,0,0,0,support,low
69.0,83.0,4,252,3,0,0,0,management,medium
69.0,91.0,4,128,3,1,0,0,sales,medium
61.0,76.0,4,135,2,0,0,0,hr,low
98.0,91.0,4,240,3,0,0,0,technical,low
44.0,50.0,2,128,3,0,1,0,support,low
70.0,80.0,4,236,2,0,0,0,RandD,medium
38.0,56.99999999999999,2,140,3,0,1,0,support,low
9.0,80.0,6,304,5,0,1,0,technical,medium
59.0,60.0,3,214,2,1,0,0,product_mng,low
95.0,70.0,6,243,3,0,0,0,sales,medium
92.0,98.0,3,149,3,0,0,0,support,medium
77.0,63.0,4,236,7,0,0,0,IT,medium
9.0,80.0,6,301,5,0,1,0,IT,medium
89.0,87.0,5,255,5,0,1,0,RandD,medium
63.0,61.0,4,171,3,0,0,0,sales,low
70.0,60.0,4,158,3,0,0,0,product_mng,low
83.0,74.0,4,249,2,0,0,0,support,medium
82.0,81.0,3,149,3,0,0,0,support,low
86.0,89.0,4,153,4,0,0,0,sales,low
59.0,92.0,4,183,2,0,0,0,hr,low
57.99999999999999,81.0,4,266,2,0,0,0,support,low
30.0,66.0,3,198,2,0,0,0,product_mng,medium
24.0,50.0,4,282,4,1,0,0,support,low
21.0,61.0,3,173,2,0,0,0,RandD,low
81.0,98.0,6,196,2,0,0,0,support,low
18.0,51.0,5,159,6,0,0,0,IT,medium
69.0,82.0,4,208,2,0,0,0,support,medium
65.0,70.0,4,182,2,0,0,0,support,low
78.0,99.0,2,188,2,0,0,0,technical,medium
70.0,99.0,3,167,3,0,0,0,sales,low
69.0,51.0,3,257,3,1,0,0,IT,low
65.0,40.0,2,141,2,0,0,0,IT,low
78.0,59.0,5,236,3,0,0,0,technical,high
38.0,53.0,2,156,3,0,1,0,sales,low
36.0,51.0,2,155,3,0,1,0,IT,low
31.0,63.0,4,104,7,1,0,0,sales,medium
55.00000000000001,81.0,3,239,8,0,0,0,accounting,high
79.0,81.0,4,203,3,0,0,0,RandD,medium
44.0,49.0,2,145,3,0,1,0,sales,low
48.0,70.0,3,213,10,0,0,0,sales,medium
60.0,50.0,3,274,3,0,0,0,support,medium
47.0,55.00000000000001,4,100,4,1,0,0,technical,low
59.0,59.0,4,244,3,0,0,0,support,medium
75.0,81.0,3,214,3,0,0,0,IT,low
25.0,72.0,5,279,8,0,0,0,marketing,low
68.0,95.0,4,146,2,0,0,0,technical,medium
56.00000000000001,74.0,3,265,3,0,0,0,support,medium
64.0,85.0,4,265,2,0,0,0,accounting,low
67.0,83.0,3,148,3,0,0,0,support,low
56.00000000000001,68.0,3,144,3,1,0,0,sales,low
76.0,45.0,4,147,2,0,0,0,product_mng,medium
57.99999999999999,79.0,5,262,2,0,0,0,sales,high
83.0,60.0,4,161,2,0,0,0,management,high
52.0,64.0,5,258,2,0,0,0,support,medium
92.0,44.0,3,260,8,0,0,0,sales,low
10.0,83.0,6,295,4,0,1,0,product_mng,medium
65.0,74.0,4,233,4,1,0,0,management,low
27.0,54.0,7,278,3,0,1,0,technical,low
60.0,49.0,2,194,4,0,0,0,sales,low
38.0,53.0,2,140,3,0,1,0,sales,low
59.0,82.0,3,149,3,0,0,0,hr,low
74.0,94.0,3,132,3,0,0,0,accounting,medium
56.00000000000001,91.0,4,188,2,1,0,0,sales,low
95.0,75.0,4,151,3,0,0,0,product_mng,medium
52.0,69.0,4,164,2,0,0,0,IT,medium
9.0,90.0,7,296,4,0,1,0,technical,medium
43.0,53.0,2,152,3,0,1,0,sales,medium
88.0,87.0,5,257,3,0,0,0,IT,medium
11.0,78.0,6,281,4,0,1,0,technical,low
37.0,45.0,2,149,3,0,1,0,sales,low
31.0,75.0,4,220,3,0,0,0,support,low
69.0,69.0,3,236,4,0,0,0,product_mng,medium
97.0,89.0,4,193,3,0,0,0,technical,low
74.0,60.0,3,153,2,0,0,0,technical,low
56.99999999999999,72.0,4,214,2,1,0,0,sales,low
77.0,66.0,3,260,4,0,0,0,RandD,high
84.0,61.0,5,202,3,0,0,0,support,high
89.0,99.0,4,274,4,0,0,0,technical,low
84.0,94.0,5,222,6,0,1,0,product_mng,low
24.0,50.0,4,282,4,1,0,0,support,low
96.0,62.0,4,253,7,0,0,0,sales,medium
55.00000000000001,52.0,4,168,8,0,0,0,support,low
84.0,100.0,4,261,5,0,1,0,sales,low
64.0,95.0,3,218,2,0,0,0,technical,medium
81.0,98.0,5,245,5,0,1,0,IT,low
72.0,97.0,3,239,3,0,0,0,IT,low
77.0,89.0,4,269,10,0,0,0,management,high
100.0,98.0,3,177,2,0,0,0,management,low
79.0,79.0,4,231,2,0,0,0,sales,low
24.0,38.0,6,109,2,0,0,0,support,medium
30.0,55.00000000000001,6,178,2,0,0,0,technical,low
84.0,99.0,2,184,2,0,0,0,sales,high
79.0,56.99999999999999,3,250,3,0,0,0,sales,low
59.0,82.0,2,233,2,0,0,0,IT,medium
92.0,98.0,3,257,3,0,0,1,sales,medium
38.0,51.0,2,159,3,0,1,0,sales,medium
78.0,43.0,4,275,3,0,0,0,IT,low
84.0,44.0,5,131,5,1,0,0,support,medium
56.99999999999999,67.0,5,235,2,0,0,0,product_mng,low
16.0,63.0,6,286,7,0,0,1,sales,medium
59.0,84.0,4,251,4,1,0,1,management,low
82.0,74.0,3,229,7,0,0,1,management,high
70.0,84.0,2,114,4,0,0,0,IT,low
15.0,96.0,5,201,6,0,0,0,support,low
70.0,67.0,5,136,3,0,0,0,sales,medium
30.0,57.99999999999999,2,189,4,1,0,0,accounting,low
63.0,62.0,5,212,6,0,0,0,sales,medium
47.0,43.0,3,120,3,0,0,0,sales,high
78.0,82.0,5,247,3,0,0,0,sales,low
36.0,56.00000000000001,6,242,6,0,0,0,support,medium
48.0,41.0,5,286,3,0,0,0,support,high
37.0,46.0,2,156,3,0,1,0,sales,low
51.0,63.0,3,183,2,0,0,0,sales,medium
62.0,64.0,5,187,3,0,0,0,sales,medium
89.0,52.0,4,243,5,0,0,0,product_mng,medium
97.0,53.0,4,247,3,0,0,0,support,low
92.0,69.0,3,139,2,0,0,0,accounting,low
57.99999999999999,95.0,4,173,3,0,0,0,support,medium
20.0,94.0,6,191,5,0,0,0,support,low
40.0,50.0,2,129,3,0,1,0,IT,medium
78.0,57.99999999999999,3,224,2,0,0,0,sales,medium
61.0,88.0,5,146,7,1,0,0,marketing,low
57.99999999999999,93.0,5,235,2,0,0,0,management,low
59.0,50.0,2,162,2,0,0,0,management,high
95.0,53.0,3,264,3,0,0,0,sales,low
74.0,56.00000000000001,4,190,3,1,0,0,accounting,low
53.0,80.0,4,241,3,1,0,0,technical,low
86.0,99.0,3,169,2,1,0,0,sales,low
84.0,81.0,4,198,2,0,0,0,hr,medium
40.0,56.00000000000001,2,137,3,0,1,0,accounting,medium
68.0,100.0,6,258,5,0,0,0,sales,low
68.0,49.0,3,178,3,1,0,0,RandD,low
36.0,55.00000000000001,2,141,3,0,1,0,hr,medium
38.0,55.00000000000001,2,151,3,0,1,0,sales,low
36.0,54.0,2,136,3,0,1,0,IT,low
36.0,50.0,2,132,3,0,1,0,technical,low
87.0,91.0,4,228,5,0,1,0,sales,low
71.0,97.0,5,208,8,1,0,0,management,medium
11.0,90.0,6,264,4,0,1,0,technical,medium
78.0,90.0,4,104,4,0,0,0,RandD,low
75.0,49.0,4,208,4,0,0,0,technical,low
37.0,45.0,2,149,3,0,1,0,sales,low
54.0,71.0,3,145,3,1,0,0,sales,medium
62.0,91.0,4,231,3,0,0,0,technical,low
89.0,51.0,4,185,3,1,0,0,sales,high
80.0,70.0,4,246,3,0,0,1,marketing,low
92.0,80.0,3,211,4,0,0,0,sales,low
63.0,49.0,5,192,2,0,0,0,sales,low
43.0,56.99999999999999,2,151,3,1,1,0,hr,low
72.0,57.99999999999999,4,149,3,0,0,0,product_mng,low
36.0,95.0,3,206,4,0,0,0,sales,low
94.0,86.0,3,221,3,1,0,0,sales,medium
11.0,94.0,7,244,4,0,1,0,management,medium
40.0,48.0,2,142,3,0,1,0,marketing,low
52.0,84.0,3,261,8,0,0,1,accounting,low
96.0,71.0,3,170,3,0,0,0,technical,low
14.000000000000002,62.0,4,158,4,1,1,0,technical,low
73.0,82.0,3,133,3,0,0,0,RandD,medium
68.0,74.0,4,263,2,1,0,0,technical,medium
80.0,65.0,4,172,3,1,0,0,accounting,low
66.0,57.99999999999999,3,205,3,0,0,0,RandD,medium
43.0,52.0,2,147,3,0,1,0,sales,low
49.0,80.0,2,275,2,0,0,0,sales,low
100.0,68.0,3,132,2,0,0,0,sales,medium
83.0,99.0,5,258,5,0,1,0,support,high
93.0,98.0,3,241,3,0,0,0,IT,medium
77.0,57.99999999999999,4,243,4,1,0,1,sales,medium
66.0,93.0,5,253,5,0,1,0,product_mng,low
95.0,78.0,4,225,2,0,0,0,support,medium
99.0,71.0,3,191,3,0,0,0,IT,low
92.0,74.0,4,213,3,0,0,0,sales,medium
44.0,46.0,2,143,3,0,1,0,IT,low
40.0,72.0,3,204,4,1,0,0,sales,low
85.0,98.0,5,222,3,0,0,1,sales,medium
54.0,82.0,3,284,2,1,0,0,support,low
